review_id,term_actual,term_predicted,opinion_actual,opinion_predicted,aspect_actual,aspect_predicted,sentiment_actual,sentiment_predicted,review_len
89,manager’s service,NA,insightful,NA,SERVICE#GENERAL,NA,positive,NA,81
89,manager’s service,NA,spot-on,NA,SERVICE#GENERAL,NA,positive,NA,81
89,Winnie,NA,truly enjoyable,NA,SERVICE#GENERAL,NA,positive,NA,81
89,NA,setting,NA,comfortable,NA,AMBIENCE#GENERAL,NA,positive,81
89,NA,manager's service,NA,insightful menu suggestions,NA,FOOD#QUALITY,NA,positive,81
89,NA,manager's service,NA,spot-on,NA,SERVICE#GENERAL,NA,positive,81
90,burnt cheesecake,burnt cheesecake,rich,popular,FOOD#QUALITY,FOOD#QUALITY,positive,positive,396
90,burnt cheesecake,NA,soft,NA,FOOD#QUALITY,NA,positive,NA,396
90,burnt cheesecake,NA,bold,NA,FOOD#QUALITY,NA,positive,NA,396
90,whipped cream,whipped cream,mellow,soft,FOOD#QUALITY,FOOD#QUALITY,positive,positive,396
90,NULL,NULL,tastefully decorated,rich,AMBIENCE#GENERAL,FOOD#QUALITY,positive,positive,396
90,Iced latte,NA,premium,NA,DRINKS#QUALITY,NA,positive,NA,396
90,NULL,NA,modern,NA,AMBIENCE#GENERAL,NA,positive,NA,396
90,NULL,NA,warm,NA,AMBIENCE#GENERAL,NA,positive,NA,396
90,NULL,NA,empty,NA,AMBIENCE#GENERAL,NA,positive,NA,396
90,NULL,NA,famous,NA,RESTAURANT#GENERAL,NA,positive,NA,396
90,NULL,NA,refurbished,NA,RESTAURANT#GENERAL,NA,positive,NA,396
90,NULL,NA,tasteful,NA,RESTAURANT#GENERAL,NA,positive,NA,396
91,traditional chinese fare,traditional chinese fare,joy,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,78
91,dishes,NA,impressed,NA,FOOD#QUALITY,NA,positive,NA,78
91,NULL,NULL,impressed,NULL,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,78
92,ambience,ambience,nice,nice,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,48
92,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,48
92,fried rice,fried rice,must try,must try,FOOD#QUALITY,FOOD#QUALITY,positive,positive,48
92,fried rice,NA,reasonably priced,NA,FOOD#PRICES,NA,positive,NA,48
92,NA,NULL,NA,reasonably priced,NA,AMBIENCE#GENERAL,NA,positive,48
93,view,view,Great,Great,AMBIENCE#GENERAL,FOOD#QUALITY,positive,positive,67
93,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,67
93,pool,pool,cool,good selection of drinks,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,67
93,selection of drinks,selection of drinks,good,best,DRINKS#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,67
93,curly fries,curly fries,best,best,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,67
93,Elvin,NA,handsome,NA,SERVICE#GENERAL,NA,positive,NA,67
93,NULL,NA,comfortable,NA,AMBIENCE#GENERAL,NA,positive,NA,67
93,food,NA,good,NA,FOOD#QUALITY,NA,positive,NA,67
93,drinks,NA,good,NA,DRINKS#QUALITY,NA,positive,NA,67
93,place,place,Best,best,RESTAURANT#GENERAL,AMBIENCE#GENERAL,positive,positive,67
94,hot & sour soup,hot & sour soup,best,best,FOOD#QUALITY,FOOD#QUALITY,positive,positive,134
94,ho fun & dim sum,NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,134
94,ho fun & dim sum,NA,large portions,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,134
94,Dim Sum,NA,fresh,NA,FOOD#QUALITY,NA,positive,NA,134
94,service,service,average,average,SERVICE#GENERAL,SERVICE#GENERAL,neutral,positive,134
94,atmosphere,NA,excellent,NA,AMBIENCE#GENERAL,NA,positive,NA,134
94,NA,NULL,NA,best,NA,AMBIENCE#GENERAL,NA,positive,134
94,NA,NULL,NA,best,NA,AMBIENCE#GENERAL,NA,positive,134
95,Apek,Apek,friendly,friendly greet,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,65
95,Apek,NA,fast,NA,SERVICE#GENERAL,NA,positive,NA,65
95,Apek,NA,efficient,NA,SERVICE#GENERAL,NA,positive,NA,65
95,Teh Tarik Kaw,Teh Tarik Kaw,NULL,fast,FOOD#QUALITY,FOOD#QUALITY,positive,positive,65
95,NA,staff,NA,efficient,NA,SERVICE#GENERAL,NA,positive,65
96,place,place,amazing,Amazing,RESTAURANT#GENERAL,AMBIENCE#GENERAL,positive,positive,19
96,taste,taste,amazing,Amazing,FOOD#QUALITY,FOOD#QUALITY,positive,positive,19
96,ideas,ideas,creative,Amazing,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,19
96,presentation,presentation,attractive,Amazing,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,19
96,NULL,NA,well decorated,NA,AMBIENCE#GENERAL,NA,positive,NA,19
96,NULL,NA,well organized,NA,SERVICE#GENERAL,NA,positive,NA,19
96,NULL,NA,love,NA,RESTAURANT#GENERAL,NA,positive,NA,19
96,NA,place,NA,well decorated,NA,AMBIENCE#GENERAL,NA,positive,19
97,staff,staff,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,20
97,NULL,NA,recommend,NA,RESTAURANT#GENERAL,NA,positive,NA,20
97,NA,breakfast,NA,under 10 RG,NA,FOOD#QUALITY,NA,positive,20
98,dining experience,NA,unique,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,227
98,dining experience,NA,instagrammable,NA,AMBIENCE#GENERAL,NA,positive,NA,227
98,NULL,NULL,NULL,unique,RESTAURANT#GENERAL,RESTAURANT#GENERAL,positive,positive,227
98,NA,organising team,NA,unique,NA,SERVICE#GENERAL,NA,positive,227
99,plain rice,NA,amazing,NA,FOOD#QUALITY,NA,positive,NA,105
99,tomato pepper rasam,tomato pepper rasam,amazing,amazing,FOOD#QUALITY,FOOD#QUALITY,positive,positive,105
99,basket of poppadoms,basket of poppadoms,crunch,crunch,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,105
99,kadai mutton,NA,full meal platter,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,105
99,karaikudi chicken kozhambu,karaikudi chicken kozhambu,full meal platter,crunch,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,105
99,tawa fried vegetables,tawa fried vegetables,full meal platter,NULL,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,105
99,gulab jamuns,NA,dollops,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,105
99,bru dabara coffee,NA,traditional way,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,105
99,ginger black tea,ginger black tea,NULL,NULL,FOOD#QUALITY,DRINKS#QUALITY,positive,positive,105
99,NULL,NULL,affordable,NULL,PRICES#GENERAL,DRINKS#QUALITY,positive,positive,105
99,NULL,NA,satisying,NA,FOOD#QUALITY,NA,positive,NA,105
99,NULL,NA,accept credit cards,NA,SERVICE#GENERAL,NA,positive,NA,105
99,ambience,NA,good,NA,AMBIENCE#GENERAL,NA,positive,NA,105
99,NULL,NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,105
99,NULL,NA,good,NA,SERVICE#GENERAL,NA,positive,NA,105
99,NULL,NA,nice,NA,AMBIENCE#GENERAL,NA,positive,NA,105
99,NULL,NA,nice,NA,RESTAURANT#MISCELLANEOUS,NA,positive,NA,105
99,NA,bru dabara coffee traditional way,NA,NULL,NA,DRINKS#QUALITY,NA,positive,105
99,NA,dabra set,NA,NULL,NA,DRINKS#QUALITY,NA,positive,105
100,NULL,NULL,miss out,NULL,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,73
100,NULL,NA,shame,NA,SERVICE#GENERAL,NA,negative,NA,73
100,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,negative,NA,73
100,NULL,NA,disappointed,NA,SERVICE#GENERAL,NA,negative,NA,73
100,NA,place,NA,NULL,NA,RESTAURANT#GENERAL,NA,negative,73
101,NULL,NA,delicious,NA,FOOD#QUALITY,NA,positive,NA,26
101,NULL,NA,man flavor,NA,FOOD#QUALITY,NA,positive,NA,26
101,NULL,NA,hot flavor,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,26
101,side dishes,side dishes,NULL,hot flavor,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,26
101,chicken liver,chicken liver,taste so good,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,26
101,NA,chicken liver,NA,chicken liver in hot flavor,NA,FOOD#QUALITY,NA,positive,26
102,pulled pork burger,pulled pork burger,Yummy,Yummy,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
102,fries,fries,crisp,crisp,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,30
102,coleslaw,coleslaw,thick,Thick,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,30
102,cocktails,cocktails,Loved,Great,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,30
102,service,service,Great,Great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,30
102,ambience,ambience,funky,funky,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,30
103,service,service,attentive,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,31
103,food,food,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,31
103,food,NA,good,NA,FOOD#QUALITY,NA,positive,NA,31
103,prices,NA,reasonable,NA,RESTAURANT#PRICES,NA,positive,NA,31
103,decor,decor,cold,reasonable,AMBIENCE#GENERAL,FOOD#QUALITY,negative,negative,31
103,NA,menu,NA,Decent,NA,RESTAURANT#GENERAL,NA,positive,31
103,NA,price,NA,good,NA,FOOD#QUALITY,NA,positive,31
104,food,food,superb,superb,FOOD#QUALITY,FOOD#QUALITY,positive,positive,19
104,Sujan,Sujan,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,19
104,Sujan,NA,helpful,NA,SERVICE#GENERAL,NA,positive,NA,19
105,nasi lemak,nasi lemak,good,good,FOOD#QUALITY,FOOD#QUALITY,positive,positive,19
105,service,service,Fast,fast,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,19
105,fried chicken,fried chicken,Best,best,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,19
105,NULL,NA,crowded,NA,RESTAURANT#MISCELLANEOUS,NA,negative,NA,19
106,place,place,great,great,RESTAURANT#GENERAL,RESTAURANT#GENERAL,positive,positive,18
106,habib,habib,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,18
106,habib,NA,great hospitality,NA,SERVICE#GENERAL,NA,positive,NA,18
106,NA,hospitality,NA,great,NA,SERVICE#GENERAL,NA,positive,18
107,foie gras sandwich,foie gras sandwich,enjoyed,enjoyed,FOOD#QUALITY,FOOD#QUALITY,positive,positive,114
107,luxurious scramble egg,luxurious scramble egg,enjoyed,enjoyed,FOOD#QUALITY,FOOD#QUALITY,positive,positive,114
108,Service,Service,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,68
108,Service,NA,quickly,NA,SERVICE#GENERAL,NA,positive,NA,68
108,NULL,NULL,Clean,affordable,AMBIENCE#GENERAL,DRINKS#QUALITY,positive,negative,68
108,Food,NA,Decent,NA,FOOD#QUALITY,NA,neutral,NA,68
108,Food,NA,smallish serve size,NA,FOOD#STYLE_OPTIONS,NA,negative,NA,68
108,Cost,Cost,affordable,affordable,FOOD#PRICES,AMBIENCE#GENERAL,positive,negative,68
108,NULL,NA,affordable,NA,FOOD#PRICES,NA,positive,NA,68
108,NA,Cleanliness,NA,clean,NA,CleanService:SERVICE#GENERAL,NA,positive,68
108,NA,staff,NA,friendly,NA,SERVICE#GENERAL,NA,positive,68
108,NA,Dishes,NA,smallish serve size,NA,FOOD#QUALITY,NA,positive,68
109,breakfast,NA,good spread,NA,FOOD#QUALITY,NA,positive,NA,373
109,breakfast,NA,fresh cut fruit,NA,FOOD#QUALITY,NA,positive,NA,373
109,breakfast,NA,chilled juices,NA,FOOD#QUALITY,NA,positive,NA,373
109,breads and pastries,NA,good,NA,FOOD#QUALITY,NA,positive,NA,373
109,pancakes,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,373
109,waffles,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,373
109,seating area,NA,dated,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,carpets,NA,very old,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,marble flooring,NA,NULL,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,ceiling panels,NA,NULL,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,tables,NA,NULL,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,chairs,NA,NULL,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,wall wooden panels & dividers,NA,NULL,NA,AMBIENCE#GENERAL,NA,negative,NA,373
109,made to order eggs station,NA,NULL,NA,FOOD#QUALITY,NA,negative,NA,373
109,grilled tomatoes,grilled tomatoes,NULL,depressing,FOOD#QUALITY,DRINKS#QUALITY,negative,negative,373
109,sautéed mushrooms,NA,NULL,NA,FOOD#QUALITY,NA,negative,NA,373
109,hash browns,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,373
109,staff,NA,struggling to clean and service the tables,NA,SERVICE#GENERAL,NA,negative,NA,373
109,NA,saucing tomatoes,NA,depressing,NA,FOOD#QUALITY,NA,negative,373
109,NA,grilled tomatoes,NA,depressing,NA,FOOD#QUALITY,NA,negative,373
109,NA,saucing sauce,NA,depressing,NA,FOOD#QUALITY,NA,negative,373
110,food,food,decent,Decent,FOOD#QUALITY,FOOD#QUALITY,neutral,positive,55
110,food,NA,good variety,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,55
110,kuih selections,kuih selections,love more,decent,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,55
110,fresh thosai,fresh thosai,personal favourite,personal favourite,FOOD#QUALITY,FOOD#QUALITY,positive,positive,55
110,staff,staff,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,customer service,customer service,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,Istiaq,Istiaq,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,Jhiro,Jhiro,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,Rubal,Rubal,amazing,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,Kaz,Kaz,lovely,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,Lina,Lina,lovely,amazing,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,55
110,NA,Lina,NA,amazing,NA,SERVICE#GEN,NA,positive,55
111,service,service,attentive,attentive,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,41
111,service,NA,polite,NA,SERVICE#GENERAL,NA,positive,NA,41
111,NULL,NULL,festive,polite,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,41
111,NULL,NA,christmas,NA,AMBIENCE#GENERAL,NA,positive,NA,41
112,food,food,tasty,tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,78
112,service,service,ok,ok,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,78
112,service standards,service standards,improve,ok,SERVICE#GENERAL,SERVICE#GENERAL,neutral,positive,78
112,NULL,NULL,crowded,crowded,AMBIENCE#GENERAL,AMBIENCE#GENERAL,negative,positive,78
112,NULL,NA,NULL,NA,FOOD#PRICES,NA,positive,NA,78
113,staff,staff,Fantastic,Fantastic,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,85
113,Tiger pints,Tiger pints,cheapest,cheapest,DRINKS#PRICES,FOOD#QUALITY,positive,positive,85
113,Mexican food,Mexican food,Authentic,Authentic,FOOD#QUALITY,FOOD#QUALITY,positive,positive,85
113,Mexican food,NA,reasonable prices,NA,FOOD#PRICES,NA,positive,NA,85
113,NULL,NULL,great,best,RESTAURANT#GENERAL,SERVICE#GENERAL,positive,positive,85
114,Food,Food,usual - Chili's fare,as usual - Chili's fare,FOOD#QUALITY,FOOD#QUALITY,neutral,negative,104
114,service,service,horrible,disappointing,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,104
114,NA,waiters,NA,not attentive,NA,SERVICE#GENERAL,NA,negative,104
114,NA,waiters,NA,disappointing,NA,SERVICE#GENERAL,NA,negative,104
115,fish and chips,fish and chips,great,great,FOOD#QUALITY,FOOD#QUALITY,positive,positive,82
115,batter,NA,under cooked,NA,FOOD#QUALITY,NA,negative,NA,82
115,"barrimundi with prawns,Pippys i think and squids",NA,beautiful,NA,FOOD#QUALITY,NA,positive,NA,82
115,Guinness,NA,hit the spot,NA,DRINKS#QUALITY,NA,positive,NA,82
115,fresh squeezed fruit drink,fresh squeezed fruit drink,great,great,DRINKS#QUALITY,FOOD#QUALITY,positive,positive,82
115,full breakfast,NA,great,NA,FOOD#QUALITY,NA,positive,NA,82
115,eggs Benedict,NA,great,NA,FOOD#QUALITY,NA,positive,NA,82
115,NULL,NULL,great,great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,82
115,English tea,NA,NULL,NA,DRINKS#STYLE_OPTIONS,NA,positive,NA,82
115,NA,bath,NA,under cooked,NA,FOOD#QUALITY,NA,positive,82
115,NA,guinness,NA,great,NA,FOOD#QUALITY,NA,positive,82
115,NA,NULL,NA,great,NA,SERVICE#GENERAL,NA,positive,82
116,portion of meat,portion of meat,Generous,Generous,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,58
116,soup,soup,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,58
116,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,58
116,NULL,NA,favorite,NA,RESTAURANT#GENERAL,NA,positive,NA,58
116,Parking,NA,challenging,NA,RESTAURANT#MISCELLANEOUS,NA,negative,NA,58
116,hawker place,hawker place,hot,hot,AMBIENCE#GENERAL,FOOD#QUALITY,negative,negative,58
116,pork noodle,pork noodle,best,best,FOOD#QUALITY,FOOD#QUALITY,positive,positive,58
116,service,service,good,good,SERVICE#GENERAL,FOOD#QUALITY,positive,positive,58
116,price,NA,decent,NA,FOOD#PRICES,NA,positive,NA,58
116,NA,parking,NA,challenging,NA,SERVICE#GENERAL,NA,negative,58
116,NA,pork noodle,NA,best,NA,SERVICE#GENERAL,NA,positive,58
117,Ms.Jia Yang,Ms.Jia Yang,good experience,good experience,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,121
117,game,NA,interesting,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,121
117,NULL,NULL,Difficult,good experience,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,negative,positive,121
117,mr.radha,NA,friendly,NA,SERVICE#GENERAL,NA,positive,NA,121
117,mr.radha,NA,kind hearted,NA,SERVICE#GENERAL,NA,positive,NA,121
117,dinner,NA,awesome,NA,FOOD#QUALITY,NA,positive,NA,121
117,foods,NA,new taste,NA,FOOD#QUALITY,NA,positive,NA,121
117,foods,NA,best moment,NA,FOOD#QUALITY,NA,positive,NA,121
117,NULL,NULL,good time,good time,SERVICE#GENERAL,AMBIENCE#GENERAL,positive,positive,121
117,NULL,NULL,NULL,best moment,FOOD#STYLE_OPTIONS,AMBIENCE#GENERAL,positive,positive,121
117,NULL,NA,NULL,NA,SERVICE#GENERAL,NA,positive,NA,121
117,Ms.Bella,NA,best moment,NA,SERVICE#GENERAL,NA,positive,NA,121
117,Ms.Bella,NA,good time,NA,SERVICE#GENERAL,NA,positive,NA,121
117,NULL,NA,surprise menu,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,121
117,NULL,NA,membership,NA,SERVICE#GENERAL,NA,positive,NA,121
118,Spiced lamb on toast,Spiced lamb on toast,well prepared,good size,FOOD#QUALITY,FOOD#QUALITY,positive,positive,30
118,Spiced lamb on toast,NA,good size,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,30
118,Spiced lamb on toast,NA,well presented,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,30
118,Guinness,NA,NULL,NA,DRINKS#QUALITY,NA,positive,NA,30
118,Guinness,NA,NULL,NA,FOOD#PRICES,NA,positive,NA,30
118,NA,Pints of Guinness,NA,well prepared,NA,FOOD#QUALITY,NA,positive,30
119,beef noodle,beef noodle,NULL,big,FOOD#QUALITY,FOOD#QUALITY,positive,positive,106
119,NULL,NA,efficient,NA,SERVICE#GENERAL,NA,positive,NA,106
119,food,food,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,106
119,drinks,drinks,very good,good,DRINKS#QUALITY,DRINKS#QUALITY,positive,positive,106
119,NA,staff,NA,efficient,NA,SERVICE#GENERAL,NA,positive,106
120,Tokujo set of 9 premium sushi,Tokujo set of 9 premium sushi,NULL,best,FOOD#QUALITY,FOOD#QUALITY,positive,positive,81
120,NULL,NULL,popular,favorite,RESTAURANT#GENERAL,AMBIENCE#GENERAL,positive,positive,81
120,Chef Hiro,Chef Hiro,masterful,Masterful,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,81
120,Chef Hiro,NA,charming,NA,SERVICE#GENERAL,NA,positive,NA,81
120,reservations,NA,recommended,NA,SERVICE#GENERAL,NA,positive,NA,81
120,NULL,NA,favorite,NA,RESTAURANT#GENERAL,NA,positive,NA,81
121,Helen Lee and her team,NA,NULL,NA,SERVICE#GENERAL,NA,positive,NA,93
121,dessert,NA,beautiful,NA,FOOD#QUALITY,NA,positive,NA,93
121,dessert,NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,93
121,atmosphere,NA,relaxed,NA,AMBIENCE#GENERAL,NA,positive,NA,93
121,atmosphere,NA,pleasant,NA,AMBIENCE#GENERAL,NA,positive,NA,93
121,staff,staff,great care,great,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,93
121,NA,Helen Lee,NA,great,NA,SERVICE#GENERAL,NA,positive,93
121,NA,NULL,NA,great,NA,SERVICE#GENERAL,NA,positive,93
122,dishes,NA,fantastic,NA,FOOD#QUALITY,NA,positive,NA,70
122,dishes,NA,marveled,NA,FOOD#QUALITY,NA,positive,NA,70
122,ingredients,NA,wonderful,NA,FOOD#QUALITY,NA,positive,NA,70
122,NULL,NULL,amazing,best,FOOD#QUALITY,AMBIENCE#GENERAL,positive,positive,70
122,service,service,good,good,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,70
122,service,NA,attentive,NA,SERVICE#GENERAL,NA,positive,NA,70
122,location,location,quirky,unique,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,70
122,location,location,NULL,unique,LOCATION#GENERAL,AMBIENCE#GENERAL,positive,positive,70
122,venue,venue,not the most polished,not the most polished,AMBIENCE#GENERAL,AMBIENCE#GENERAL,negative,positive,70
122,NA,17 course degustation dinner,NA,amazing,NA,FOOD#QUALITY,NA,positive,70
123,roast duck,roast duck,succulent,succulent,FOOD#QUALITY,,positive,positive,222
123,roast duck,NA,tender,NA,FOOD#QUALITY,NA,positive,NA,222
123,roast duck,NA,seasoned perfectly,NA,FOOD#QUALITY,NA,positive,NA,222
123,roast pork (siew yoke),NA,tender,NA,FOOD#QUALITY,NA,positive,NA,222
123,roast pork (siew yoke),NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,222
123,roast pork (siew yoke),NA,crispy,NA,FOOD#QUALITY,NA,positive,NA,222
123,barbecued roast pork (char siew),NA,heavenly,NA,FOOD#QUALITY,NA,positive,NA,222
123,barbecued roast pork (char siew),NA,tender,NA,FOOD#QUALITY,NA,positive,NA,222
123,barbecued roast pork (char siew),NA,nicely caramelized,NA,FOOD#QUALITY,NA,positive,NA,222
123,barbecued roast pork (char siew),NA,devoid of ghastly red coloring,NA,FOOD#QUALITY,NA,positive,NA,222
123,wantan noodles,NA,al dente,NA,FOOD#QUALITY,NA,positive,NA,222
123,wantan noodles,NA,deliciously coated with meat juices,NA,FOOD#QUALITY,NA,positive,NA,222
123,fried rice cooked in lotus leaves,NA,reminiscent of rustic home cooking,NA,FOOD#QUALITY,NA,positive,NA,222
123,fried rice cooked in lotus leaves,NA,pure comfort food,NA,FOOD#QUALITY,NA,positive,NA,222
123,steamed pork with salted fish,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,222
123,stewed pork & yam ('kau yoke'),NA,tender,NA,FOOD#QUALITY,NA,positive,NA,222
123,clam soup (xiong tong lala),NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,222
123,stir fried beans in shrimp paste (belacan),NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,222
123,braised homestyle tofu,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,222
123,service staff,NA,attentive,NA,SERVICE#GENERAL,NA,positive,NA,222
123,service staff,NA,efficient,NA,SERVICE#GENERAL,NA,positive,NA,222
123,service staff,NA,accommodating,NA,SERVICE#GENERAL,NA,positive,NA,222
123,service staff,NA,courteous,NA,SERVICE#GENERAL,NA,positive,NA,222
123,service staff,NA,knowledgeable about the food offerings,NA,SERVICE#GENERAL,NA,positive,NA,222
124,service,service,impeccable,inviting,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,96
124,food,food,delicious,delicious,FOOD#QUALITY,FOOD#QUALITY,positive,positive,96
124,mains,NA,delicious,NA,FOOD#QUALITY,NA,positive,NA,96
124,dishes,NA,extensive,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,96
124,desserts,NA,extensive,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,96
124,desserts,NA,good,NA,FOOD#QUALITY,NA,positive,NA,96
124,NULL,NULL,intimate,delicious,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,96
124,NULL,NA,distanced,NA,AMBIENCE#GENERAL,NA,positive,NA,96
124,NA,staff,NA,attentive,NA,SERVICE#GENERAL,NA,positive,96
125,food,food,ok,ok,FOOD#QUALITY,FOOD#QUALITY,neutral,negative,23
125,staffs,staffs,NULL,NULL,SERVICE#GENERAL,SERVICE#GENERAL,negative,positive,23
126,wait staffs,wait staffs,friendly,friendly,SERVICE#GENERAL,SERVICE#GENERAL,positive,positive,91
126,wait staffs,NA,helpful,NA,SERVICE#GENERAL,NA,positive,NA,91
126,food,food,amazing,amazing,FOOD#QUALITY,SERVICE#GENERAL,positive,positive,91
126,Mangosteen Salad,Mangosteen Salad,NULL,amazing,FOOD#QUALITY,FOOD#QUALITY,positive,positive,91
126,Mangosteen Salad,NA,tasty,NA,FOOD#QUALITY,NA,positive,NA,91
126,interior,interior,nicely done,nicely done,AMBIENCE#GENERAL,AMBIENCE#GENERAL,positive,positive,91
126,dining,NA,casual,NA,AMBIENCE#GENERAL,NA,positive,NA,91
126,dining,NA,beautiful presentation,NA,FOOD#STYLE_OPTIONS,NA,positive,NA,91
126,NULL,NULL,pricey,nicely done,FOOD#PRICES,FOOD#QUALITY,negative,positive,91
126,NA,NULL,NA,favorite,NA,AMBIENCE#GENERAL,NA,positive,91
127,Lou Sang,Lou Sang,NULL,nice,FOOD#STYLE_OPTIONS,FOOD#QUALITY,positive,positive,140
127,Peking duck,NA,not quite as tasty,NA,FOOD#QUALITY,NA,negative,NA,140
127,service,service,deteriorated,deteriorated,SERVICE#GENERAL,SERVICE#GENERAL,negative,negative,140
127,taufu,taufu,tasty,tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,140
127,beef,beef,tasty,tasty,FOOD#QUALITY,FOOD#QUALITY,positive,positive,140
127,noodles with duck,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,140
127,Chinese sausages with rice,NA,NULL,NA,FOOD#QUALITY,NA,positive,NA,140
